Open Time,Open,High,Low,Close,Volume,Close Time,rsi,stoch_rsi_smooth,wma,sma
1680000000000.0,8.72e-06,8.72e-06,8.71e-06,8.72e-06,261482972,1680000000000.0,62.50000000000001,41.48148148148142,8.68913984674329e-06,8.717999999999999e-06
1680000000000.0,8.72e-06,8.73e-06,8.71e-06,8.72e-06,994329752,1680000000000.0,62.50000000000001,15.555555555555513,8.6895153256705e-06,8.718e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.73e-06,178669835,1680000000000.0,75.0,33.33333333333334,8.69002969348659e-06,8.721999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.73e-06,425096331,1680000000000.0,71.42857142857143,57.142857142857146,8.690543103448278e-06,8.724e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.73e-06,72948104,1680000000000.0,71.42857142857143,80.95238095238096,8.691054597701147e-06,8.726e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.72e-06,104478396,1680000000000.0,71.42857142857143,71.42857142857143,8.691427203065136e-06,8.726e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.72e-06,258254330,1680000000000.0,71.42857142857143,47.61904761904763,8.691798850574717e-06,8.725999999999999e-06
1680000000000.0,8.72e-06,8.72e-06,8.72e-06,8.72e-06,2040805344,1680000000000.0,71.42857142857143,35.71428571428574,8.692169540229885e-06,8.723999999999998e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.72e-06,75366386,1680000000000.0,66.66666666666666,0.0,8.692539272030654e-06,8.721999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.73e-06,202704771,1680000000000.0,66.66666666666666,0.0,8.6930469348659e-06,8.721999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.72e-06,69809098,1680000000000.0,50.0,0.0,8.69341570881226e-06,8.721999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.72e-06,146440937,1680000000000.0,60.0,15.555555555555564,8.693784482758621e-06,8.721999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.72e-06,134767127,1680000000000.0,50.0,15.555555555555564,8.694152298850575e-06,8.721999999999999e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.72e-06,98985621,1680000000000.0,50.0,15.555555555555564,8.694519157088121e-06,8.721999999999999e-06
1680000000000.0,8.72e-06,8.72e-06,8.72e-06,8.72e-06,27180220,1680000000000.0,50.0,0.0,8.694885057471263e-06,8.72e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.72e-06,481815886,1680000000000.0,50.0,0.0,8.695249042145595e-06,8.72e-06
1680000000000.0,8.72e-06,8.72e-06,8.71e-06,8.71e-06,64186534,1680000000000.0,25.000000000000014,0.0,8.695474137931034e-06,8.718e-06
1680000000000.0,8.72e-06,8.72e-06,8.71e-06,8.71e-06,19636837,1680000000000.0,25.000000000000014,0.0,8.695699233716476e-06,8.716e-06
